注册时间,注册资本,行业,区域,企业类型,控制人类型,控制人持股比例
2009,1620,交通运输业,江西,农民专业合作社,自然人,0.69
2002,7860,零售业,广东,农民专业合作社,自然人,0.63
2007,1840,工业,山东,集体所有制企业,自然人,0.76
2003,6210,社区服务,湖北,有限责任公司,自然人,0.87
2012,9120,社区服务,福建,有限责任公司,自然人,0.93
2010,7600,工业,福建,有限责任公司,自然人,0.71
2007,7080,社区服务,NA,有限责任公司,自然人,0.77
2001,1740,社区服务,湖南,股份有限公司,企业法人,0.84
2003,650,商业服务业,山东,合伙企业,自然人,0.67
2004,8270,社区服务,山东,集体所有制企业,自然人,0.68
2012,390,商业服务业,湖北,股份有限公司,企业法人,0.93
2000,1280,零售业,山东,股份有限公司,企业法人,0.52
2011,2730,服务业,江西,集体所有制企业,自然人,0.77
2013,980,社区服务,湖北,集体所有制企业,企业法人,0.56
2011,6180,零售业,湖北,农民专业合作社,企业法人,0.72
2000,2170,零售业,江西,农民专业合作社,自然人,0.76
2000,9020,社区服务,江西,有限责任公司,企业法人,0.55
2005,3320,服务业,福建,股份有限公司,自然人,0.7
2001,5550,工业,江西,合伙企业,企业法人,0.95
2001,8180,交通运输业,福建,有限责任公司,企业法人,0.76
2004,9080,商业服务业,江西,合伙企业,企业法人,0.98
2002,7180,服务业,江西,有限责任公司,企业法人,0.52
2008,6220,社区服务,湖南,集体所有制企业,企业法人,0.52
2005,2200,社区服务,福建,股份有限公司,企业法人,0.98
2009,7730,零售业,山东,合伙企业,自然人,0.66
2011,9990,社区服务,广东,农民专业合作社,企业法人,0.52
2001,4280,工业,湖南,有限责任公司,自然人,0.55
2008,7830,服务业,广东,合伙企业,企业法人,0.54
2013,9770,零售业,福建,集体所有制企业,企业法人,0.58
2001,1460,社区服务,江西,农民专业合作社,企业法人,0.9
2006,3660,交通运输业,山东,有限责任公司,企业法人,0.54
2007,7770,商业服务业,山东,农民专业合作社,企业法人,1
2003,9220,交通运输业,广东,合伙企业,自然人,1
2009,5460,社区服务,湖北,合伙企业,自然人,0.61
2012,4780,交通运输业,湖北,合伙企业,自然人,0.83
2004,7920,服务业,广西,股份有限公司,企业法人,0.97
2001,7980,零售业,山东,股份有限公司,企业法人,0.56
2012,4790,服务业,江西,有限责任公司,企业法人,0.77
2005,8970,商业服务业,福建,集体所有制企业,自然人,0.6
2006,580,工业,江西,农民专业合作社,NA,0.98
2001,550,商业服务业,湖南,有限责任公司,自然人,1
2012,3940,商业服务业,湖北,合伙企业,企业法人,0.67
2006,1620,交通运输业,广西,有限责任公司,自然人,0.7
2003,5200,零售业,广东,合伙企业,自然人,0.78
2009,1690,零售业,江西,股份有限公司,企业法人,0.78
2001,NA,零售业,湖北,集体所有制企业,企业法人,0.59
2005,3020,工业,广西,农民专业合作社,自然人,0.54
2012,2420,服务业,湖南,合伙企业,自然人,0.58
2003,9420,交通运输业,广西,股份有限公司,自然人,0.77
2001,9410,服务业,湖北,合伙企业,自然人,0.94
2001,3770,工业,福建,集体所有制企业,自然人,0.92
2004,5680,零售业,湖南,合伙企业,企业法人,0.63
2010,3670,零售业,山东,农民专业合作社,企业法人,0.74
2010,8890,NA,福建,集体所有制企业,自然人,0.85
2010,2200,社区服务,湖北,农民专业合作社,自然人,0.77
2006,NA,社区服务,湖南,合伙企业,企业法人,0.92
2013,9120,零售业,湖北,NA,企业法人,0.64
2011,7310,工业,广东,合伙企业,企业法人,0.76
2013,9270,零售业,江西,股份有限公司,自然人,0.79
2001,7190,社区服务,广东,有限责任公司,企业法人,0.9
2014,390,零售业,广西,有限责任公司,自然人,0.63
2006,8660,工业,福建,集体所有制企业,企业法人,0.57
2010,2080,零售业,江西,集体所有制企业,自然人,0.59
2014,4530,交通运输业,山东,有限责任公司,企业法人,0.8
2007,9000,社区服务,湖南,股份有限公司,企业法人,0.72
2005,8650,零售业,福建,集体所有制企业,自然人,0.92
2001,6600,工业,广西,有限责任公司,企业法人,0.7
2014,9370,工业,湖南,合伙企业,企业法人,0.99
2000,5600,工业,NA,合伙企业,企业法人,0.69
2002,5980,服务业,湖北,农民专业合作社,企业法人,0.58
2009,2880,社区服务,湖北,农民专业合作社,企业法人,0.83
2005,6270,商业服务业,山东,合伙企业,自然人,0.53
2008,8750,社区服务,湖南,集体所有制企业,自然人,0.73
2005,4940,商业服务业,福建,合伙企业,自然人,0.99
2014,8990,零售业,广西,股份有限公司,自然人,0.86
2007,9290,零售业,广东,集体所有制企业,自然人,0.55
2002,780,商业服务业,福建,农民专业合作社,自然人,0.65
2010,4750,工业,湖北,合伙企业,自然人,0.98
2002,260,社区服务,湖南,有限责任公司,企业法人,0.98
2010,5070,交通运输业,湖南,股份有限公司,自然人,0.65
2011,4490,商业服务业,江西,集体所有制企业,企业法人,0.89
2007,7040,商业服务业,福建,股份有限公司,企业法人,0.8
2009,8090,商业服务业,湖北,集体所有制企业,自然人,0.86
2005,6650,商业服务业,江西,合伙企业,NA,1
2000,3050,工业,江西,农民专业合作社,企业法人,0.78
2011,7580,交通运输业,山东,合伙企业,企业法人,0.88
2011,8690,交通运输业,湖南,有限责任公司,自然人,0.64
2003,7270,商业服务业,广东,股份有限公司,企业法人,0.73
2013,880,社区服务,广西,合伙企业,自然人,0.79
2007,2050,商业服务业,广东,合伙企业,自然人,0.53
2010,2320,交通运输业,福建,股份有限公司,企业法人,0.96
2006,7260,社区服务,江西,合伙企业,自然人,0.96
2000,2510,零售业,广东,集体所有制企业,企业法人,0.88
2002,2150,商业服务业,江西,NA,企业法人,0.54
2001,9510,工业,广东,股份有限公司,自然人,0.63
2005,8390,服务业,山东,农民专业合作社,自然人,0.76
2014,7240,工业,湖南,有限责任公司,自然人,0.74
2004,9230,服务业,广西,农民专业合作社,企业法人,0.65
2003,1060,零售业,山东,股份有限公司,自然人,0.8
2011,5090,商业服务业,广东,合伙企业,企业法人,0.51
2002,3070,商业服务业,广西,农民专业合作社,自然人,0.57
2013,6870,工业,湖北,有限责任公司,自然人,0.71
2011,6730,零售业,湖南,股份有限公司,自然人,0.59
2001,9000,商业服务业,湖南,有限责任公司,企业法人,0.58
2005,7770,社区服务,湖南,农民专业合作社,企业法人,0.77
2009,7510,商业服务业,湖北,集体所有制企业,企业法人,0.77
2010,5430,服务业,湖南,NA,企业法人,0.56
2013,3440,商业服务业,广西,合伙企业,企业法人,0.85
2000,3670,服务业,福建,有限责任公司,企业法人,0.92
2007,9290,社区服务,山东,合伙企业,自然人,0.63
2014,8460,交通运输业,山东,合伙企业,企业法人,0.75
2012,3850,社区服务,湖南,农民专业合作社,企业法人,0.66
2011,7590,服务业,湖南,股份有限公司,自然人,0.59
2010,2330,零售业,广东,农民专业合作社,企业法人,0.61
2003,5710,交通运输业,山东,合伙企业,企业法人,0.56
2000,7300,零售业,湖北,集体所有制企业,自然人,1
2000,4880,社区服务,广东,农民专业合作社,企业法人,0.52
2006,7660,零售业,山东,股份有限公司,自然人,0.95
2006,8410,零售业,湖北,NA,企业法人,0.84
2014,240,商业服务业,江西,农民专业合作社,企业法人,0.59
2002,2110,工业,山东,集体所有制企业,企业法人,0.91
2009,8270,服务业,广东,股份有限公司,自然人,0.55
2013,7250,商业服务业,湖南,有限责任公司,自然人,0.69
2007,3740,服务业,山东,农民专业合作社,自然人,0.66
2008,9690,商业服务业,福建,集体所有制企业,自然人,0.88
2013,9140,交通运输业,山东,集体所有制企业,自然人,0.78
2005,6660,服务业,广东,有限责任公司,自然人,0.74
2002,3210,商业服务业,湖北,集体所有制企业,自然人,0.96
2001,7910,交通运输业,NA,集体所有制企业,自然人,0.83
2004,1760,服务业,湖南,农民专业合作社,自然人,0.63
2010,8880,工业,广西,合伙企业,企业法人,0.62
2008,6060,社区服务,福建,集体所有制企业,企业法人,0.88
2002,240,商业服务业,湖北,合伙企业,自然人,0.8
2001,8140,交通运输业,广东,集体所有制企业,企业法人,1
2011,1570,商业服务业,湖北,合伙企业,自然人,0.64
2008,1170,服务业,广西,集体所有制企业,自然人,0.8
2007,5620,交通运输业,山东,股份有限公司,自然人,0.59
2001,2160,工业,山东,有限责任公司,自然人,0.79
2006,5090,社区服务,湖北,农民专业合作社,自然人,0.91
2010,1580,商业服务业,湖南,集体所有制企业,企业法人,0.81
2006,2540,工业,江西,合伙企业,企业法人,0.53
2004,6470,社区服务,湖南,农民专业合作社,自然人,0.91
2005,1200,社区服务,山东,有限责任公司,自然人,0.79
2009,5480,工业,广西,农民专业合作社,自然人,0.65
2012,4970,服务业,江西,集体所有制企业,企业法人,0.68
2005,490,工业,福建,农民专业合作社,自然人,0.99
2005,5830,零售业,福建,集体所有制企业,企业法人,0.54
2013,6270,商业服务业,山东,股份有限公司,企业法人,0.58
2000,9990,交通运输业,广西,有限责任公司,自然人,0.86
2000,6360,工业,湖南,农民专业合作社,自然人,0.87
2005,7360,服务业,广东,有限责任公司,企业法人,0.95
2010,7480,工业,福建,集体所有制企业,自然人,0.91
2003,8340,商业服务业,江西,农民专业合作社,企业法人,0.84
2004,8630,零售业,湖南,农民专业合作社,企业法人,0.89
2010,9530,服务业,江西,集体所有制企业,自然人,0.81
2011,5720,工业,江西,合伙企业,自然人,0.64
2009,7200,服务业,湖南,农民专业合作社,企业法人,0.75
2005,8210,社区服务,广东,合伙企业,自然人,0.88
2011,660,交通运输业,湖北,合伙企业,自然人,0.75
2003,9800,零售业,山东,有限责任公司,自然人,0.91
2009,2350,服务业,山东,农民专业合作社,自然人,0.52
2002,2620,零售业,江西,合伙企业,企业法人,0.54
2001,3520,服务业,湖南,集体所有制企业,自然人,0.86
2000,3920,零售业,湖北,集体所有制企业,企业法人,0.55
2000,3410,交通运输业,山东,有限责任公司,自然人,0.68
2010,1560,商业服务业,广东,有限责任公司,自然人,0.65
2014,1530,零售业,湖北,集体所有制企业,自然人,0.6
2007,3170,服务业,广东,股份有限公司,自然人,0.96
2004,1820,社区服务,湖北,农民专业合作社,自然人,0.74
2007,7700,服务业,江西,股份有限公司,自然人,0.57
2005,3360,交通运输业,湖北,有限责任公司,企业法人,0.88
2014,8010,服务业,山东,农民专业合作社,企业法人,0.61
2002,4490,服务业,广东,有限责任公司,企业法人,0.8
2000,5890,商业服务业,福建,有限责任公司,自然人,0.85
2003,6940,服务业,江西,农民专业合作社,企业法人,0.74
2003,7920,工业,山东,有限责任公司,企业法人,0.79
2012,7140,工业,江西,股份有限公司,企业法人,0.65
2009,8920,服务业,广东,农民专业合作社,企业法人,0.7
2006,4480,社区服务,湖北,有限责任公司,自然人,0.96
2012,5420,服务业,广西,集体所有制企业,企业法人,0.62
2013,NA,社区服务,湖南,集体所有制企业,企业法人,1
2011,3270,零售业,湖南,有限责任公司,企业法人,0.9
2001,490,社区服务,湖南,有限责任公司,企业法人,0.67
2007,6450,社区服务,广西,股份有限公司,自然人,0.64
2005,6150,商业服务业,湖北,股份有限公司,企业法人,0.8
2002,3940,交通运输业,广东,有限责任公司,自然人,0.74
2010,7260,商业服务业,江西,集体所有制企业,自然人,0.72
2001,6050,零售业,广西,股份有限公司,企业法人,0.75
2002,2310,服务业,江西,集体所有制企业,自然人,0.67
2013,600,工业,湖北,有限责任公司,企业法人,0.55
2004,3620,社区服务,湖南,农民专业合作社,企业法人,0.83
2012,9690,商业服务业,福建,合伙企业,自然人,0.96
2000,1150,交通运输业,广东,有限责任公司,企业法人,0.61
2009,6460,商业服务业,湖北,股份有限公司,企业法人,0.71
2004,1020,工业,湖南,有限责任公司,企业法人,0.73
2005,9880,社区服务,湖北,股份有限公司,自然人,0.68
2010,8200,社区服务,山东,农民专业合作社,自然人,0.57
2005,NA,服务业,江西,集体所有制企业,企业法人,0.72
2007,1310,商业服务业,山东,有限责任公司,自然人,0.52
2009,3340,零售业,湖北,合伙企业,自然人,0.98
2012,5230,商业服务业,广东,有限责任公司,自然人,0.74
2001,5360,商业服务业,广西,合伙企业,自然人,0.86
2000,6890,服务业,湖南,有限责任公司,企业法人,0.89
2012,2710,社区服务,湖南,农民专业合作社,企业法人,0.75
2009,5340,交通运输业,湖北,集体所有制企业,自然人,0.89
2007,5780,服务业,湖北,有限责任公司,自然人,0.72
2000,6460,工业,福建,有限责任公司,自然人,0.73
2002,530,服务业,湖北,股份有限公司,企业法人,0.53
2006,2440,社区服务,广东,集体所有制企业,NA,0.54
2013,9200,商业服务业,江西,股份有限公司,自然人,0.85
2009,3600,商业服务业,广东,农民专业合作社,自然人,0.73
2004,9410,商业服务业,福建,合伙企业,自然人,0.88
2012,4720,工业,山东,农民专业合作社,企业法人,0.89
2011,8370,交通运输业,广西,农民专业合作社,企业法人,0.68
2008,7510,工业,山东,有限责任公司,自然人,NA
2008,9150,社区服务,广东,合伙企业,自然人,0.63
2007,9640,零售业,江西,合伙企业,自然人,0.66
2003,4850,商业服务业,湖南,农民专业合作社,自然人,0.65
2004,2380,社区服务,山东,合伙企业,自然人,0.89
2010,6420,交通运输业,广东,有限责任公司,企业法人,0.74
2011,8640,零售业,福建,合伙企业,自然人,0.89
2014,3400,服务业,山东,合伙企业,自然人,0.96
2009,8800,社区服务,江西,股份有限公司,自然人,0.51
2002,7510,商业服务业,福建,集体所有制企业,企业法人,0.98
2000,2110,零售业,福建,股份有限公司,企业法人,0.81
2001,8260,零售业,广西,股份有限公司,企业法人,NA
2000,9610,零售业,广西,股份有限公司,企业法人,0.84
2011,7180,工业,江西,合伙企业,自然人,1
2008,5010,服务业,福建,有限责任公司,企业法人,0.93
2007,2930,交通运输业,广西,股份有限公司,自然人,0.55
2013,3630,工业,福建,集体所有制企业,自然人,1
NA,9690,商业服务业,广东,农民专业合作社,自然人,0.62
2000,7170,工业,广东,有限责任公司,自然人,0.62
